Date,Price
24/2/2015 16:00:00,194.300003
25/2/2015 9:00:00,194.139999
25/2/2015 16:00:00,194.089996
26/2/2015 9:00:00,193.990005
26/2/2015 16:00:00,193.869995
27/2/2015 9:00:00,193.770004
27/2/2015 16:00:00,193.199997
2/3/2015 9:00:00,193.309998
2/3/2015 16:00:00,194.470001
3/3/2015 9:00:00,193.960007
3/3/2015 16:00:00,193.639999
4/3/2015 9:00:00,193
4/3/2015 16:00:00,192.830002
5/3/2015 9:00:00,193.149994
5/3/2015 16:00:00,193.039993
6/3/2015 9:00:00,192
6/3/2015 16:00:00,190.309998
9/3/2015 9:00:00,190.520004
9/3/2015 16:00:00,191.119995
10/3/2015 9:00:00,189.570007
10/3/2015 16:00:00,187.979996
11/3/2015 9:00:00,188.259995
11/3/2015 16:00:00,187.539993
12/3/2015 9:00:00,188.210007
12/3/2015 16:00:00,189.960007
13/3/2015 9:00:00,189.679993
13/3/2015 16:00:00,188.800003
16/3/2015 9:00:00,189.589996
16/3/2015 16:00:00,191.380005
17/3/2015 9:00:00,190.479996
17/3/2015 16:00:00,190.729996
18/3/2015 9:00:00,190.169998
18/3/2015 16:00:00,193
19/3/2015 9:00:00,192.559998
19/3/2015 16:00:00,192.110001
20/3/2015 9:00:00,193.190002
20/3/2015 16:00:00,193.850006
23/3/2015 9:00:00,192.850006
23/3/2015 16:00:00,192.520004
24/3/2015 9:00:00,192.380005
24/3/2015 16:00:00,191.399994
25/3/2015 9:00:00,191.639999
25/3/2015 16:00:00,188.610001
26/3/2015 9:00:00,187.880005
26/3/2015 16:00:00,188.139999
27/3/2015 9:00:00,188.039993
27/3/2015 16:00:00,188.529999
30/3/2015 9:00:00,189.75
30/3/2015 16:00:00,190.880005
31/3/2015 9:00:00,189.979996
31/3/2015 16:00:00,189.199997
1/4/2015 9:00:00,189.169998
1/4/2015 16:00:00,188.589996
2/4/2015 9:00:00,188.470001
2/4/2015 16:00:00,189.149994
6/4/2015 9:00:00,188.229996
6/4/2015 16:00:00,190.479996
7/4/2015 9:00:00,190.479996
7/4/2015 16:00:00,189.970001
8/4/2015 9:00:00,190.240005
8/4/2015 16:00:00,190.660004
9/4/2015 9:00:00,190.449997
9/4/2015 16:00:00,191.490005
10/4/2015 9:00:00,191.740005
10/4/2015 16:00:00,192.539993
13/4/2015 9:00:00,192.360001
13/4/2015 16:00:00,191.669998
14/4/2015 9:00:00,191.419998
14/4/2015 16:00:00,192.020004
15/4/2015 9:00:00,192.539993
15/4/2015 16:00:00,192.899994
16/4/2015 9:00:00,192.550003
16/4/2015 16:00:00,192.830002
17/4/2015 9:00:00,191.529999
17/4/2015 16:00:00,190.589996
20/4/2015 9:00:00,191.669998
20/4/2015 16:00:00,192.330002
21/4/2015 9:00:00,193.110001
21/4/2015 16:00:00,192.139999
22/4/2015 9:00:00,192.490005
